assign_to,second_review,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Re-review,accessed_ok,study_included,model_code_available,reporting_guidelines_mention,covid,sim_software,foss_sim,model_archive,model_repo,model_journal_supp,model_personal_org,model_platform,Available_on_Req,licence_if_code,Notes
AH,TM,EHIQZAFK,journalArticle,2019,"Zulkepli, J.; Eldabi, T.",Hybrid simulation for sustainability of decision making,International Journal of Innovative Technology and Exploring Engineering,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063672870&partnerID=40&md5=8e3f96a63cf526014d24b79638a32ed6,"Using a single simulation technique is not always viable enough to cope with complex system needs. Discrete Event Simulation is normally applied for queuing system processes and for analysing individual criteria. On other hand, system dynamics is utilised to assess continuous and qualitative variables such as levels of stress. When combined in a hybrid model, these two techniques are capable to produce reliable outputs that will enhance the knowledge of the decision makers. There are two types of hybrid interaction, cyclic and parallel. Currently, simulation software does not support automated interaction, therefore, hy-bridisation is usually developed through manual linking of models. This paper is an extension paper from two previous papers that developed healthcare processes using hybrid simulation techniques to assess its viability over single technique usage. Based on the results from hybrid, it shows a marked difference compared with results from single techniques. Therefore, we conclude that hybrid simulation will gave better outputs for decision makers to consider. © 2019, Blue Eyes Intelligence Engineering and Sciences Publication. All rights reserved.",2019,2022-10-26 15:47:32,2022-10-27 15:41:27,,38-42,,5s,8,,,,,,,,,,,,,Scopus,,,,,,,,Healthcare; Decision Making; System Dynamics; Discrete Even Simulation; Hybrid Simulation; Yes,0,0,0,,,,,,,,,,,,,This paper is not in the specified journal
AH,,3KKJKTYG,conferencePaper,2019,"Santos, R.; Pires, A.; Pereira, W.; Almeida, R.",Computer simulation as a tool in the definition of computed tomography acquisition characteristics,IFMBE Proceedings,,,10.1007/978-981-13-2119-1_117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067582947&doi=10.1007%2f978-981-13-2119-1_117&partnerID=40&md5=c4c795ba5c5c17a4787569a08ecb64f7,"A careful planning of equipment acquisition is important for both private and public health services. Computed Tomography (CT) is one of the most important tools in diagnostic imaging. In Brazil, among medical imaging devices, 4.7% were CTs, representing eighth place in exam numbers and first in costs. The aim of this study was to simulate the installation of a new CT service with 1, 4, 16 or 128-slice devices, determining its profit after 3 years in a general hospital. To this end, exams were divided into six steps. Models were created in the MedModel® software and three years were simulated for a hospital operating 24 h/day. Two scenarios were simulated for four CT types with two values of exam increase rates (scenario 1 starting with 50 exams/month, with a small growth rate in the number of exams; and scenario 2 also starting with 50 exams/month, but with a greater growth rate). The costs for acquisition (new and used equipment), installation and operation were estimated, together with overall exam reimbursement values. None of the simulated CT models achieved profit after 36 months in scenario 1. In scenario 2, all simulated equipment were profitable after 36 months, except for the new 128-slice. In conclusion, the results indicate the need for a study of the expected number exams. The study shows the importance of knowing the real potential of a new medical service and the value of computer simulation tools in the design of a medical-hospital service. © 2019, Springer Nature Singapore Pte Ltd.",2019,2022-10-26 15:47:32,2022-10-27 14:29:02,,761-765,,,70,,,,,,,,,,,,,Scopus,,,,Issue: 1,,,,Discrete event simulation; Computed tomography; Specifying; Yes,0,1,1,0,None,0,MedModel,0,,,,,,,,
AH,,K6GDHN2K,journalArticle,2019,"Baia Medeiros, D.T.; Hahn-Goldberg, S.; Aleman, D.M.; O'Connor, E.",Planning Capacity for Mental Health and Addiction Services in the Emergency Department: A Discrete-Event Simulation Approach,Journal of Healthcare Engineering,,,10.1155/2019/8973515,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067825707&doi=10.1155%2f2019%2f8973515&partnerID=40&md5=77dec2425f96fdf4ac42d1cf156fbfef,"Ontario has shown an increasing number of emergency department (ED) visits, particularly for mental health and addiction (MHA) complaints. Given the current opioid crises Canada is facing and the legalization of recreational cannabis in October 2018, the number of MHA visits to the ED is expected to grow even further. In face of these events, we examine capacity planning alternatives for the ED of an academic hospital in Toronto. We first quantify the volume of ED visits the hospital has received in recent years (from 2012 to 2016) and use forecasting techniques to predict future ED demand for the hospital. We then employ a discrete-event simulation model to analyze the impacts of the following scenarios: (a) increasing overall demand to the ED, (b) increasing or decreasing number of ED visits due to substance abuse, and (c) adjusting resource capacity to address the forecasted demand. Key performance indicators used in this analysis are the overall ED length of stay (LOS) and the total number of patients treated in the Psychiatric Emergency Services Unit (PESU) as a percentage of the total number of MHA visits. Our results showed that if resource capacity is not adjusted, ED LOS will deteriorate considerably given the expected growth in demand; programs that aim to reduce the number of alcohol and/or opioid visits can greatly aid in reducing ED wait times; the legalization of recreational use of cannabis will have minimal impact, and increasing the number of PESU beds can provide great aid in reducing ED pressure. © 2019 Deyvison T. Baia Medeiros et al.",2019,2022-10-26 15:47:32,2022-10-27 15:54:46,,,,,2019,,,,,,,,,,,,,Scopus,,,,,,,,Yes,0,1,1,0,None,0,Simul8,0,,,,,,Data only,,Data upon request
AH,,4B2XVTDZ,book,2019,"Qin, Y.; Freebairn, L.; Atkinson, J.-A.; Qian, W.; Safarishahrbijari, A.; Osgood, N.D.",Multi-scale simulation modeling for prevention and public health management of diabetes in pregnancy and sequelae,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068192747&doi=10.1007%2f978-3-030-21741-9_26&partnerID=40&md5=a8ea17e65430e8a4f4ea6a4fad833a57,"Diabetes in pregnancy (DIP) is an increasing public health priority in the Australian Capital Territory, particularly due to its impact on risk for developing Type 2 diabetes. While earlier diagnostic screening results in greater capacity for early detection and treatment, such benefits must be balanced with the greater demands this imposes on public health services. To address such planning challenges, a multi-scale hybrid simulation model of DIP was built to explore the interaction of risk factors and capture the dynamics underlying the development of DIP. The impact of interventions on health outcomes at the physiological, health service and population level is measured. Of particular central significance in the model is a compartmental model representing the underlying physiological regulation of glycemic status based on beta-cell dynamics and insulin resistance. The model also simulated the dynamics of continuous BMI evolution, glycemic status change during pregnancy and diabetes classification driven by the individual-level physiological model. We further modeled public health service pathways providing diagnosis and care for DIP to explore the optimization of resource use during service delivery. The model was extensively calibrated against empirical data. © Springer Nature Switzerland AG 2019.",2019,2022-10-26 15:47:32,2022-10-27 15:52:12,,,256,,11549 LNCS,,,,,,,,,,,,,Scopus,,,,Pages: 265 DOI: 10.1007/978-3-030-21741-9_26,,,,Hybrid; Discrete event model; Agent based model; Gestational diabetes mellitus; System dynamic model; Yes,0,1,1,0,None,0,AnyLogic,0,,,,,,,,
AH,,BQV5FRHI,book,2019,"Cáceres, C.; Rosário, J.M.; Amaya, D.",Towards health 4.0: E-hospital proposal based industry 4.0 and artificial intelligence concepts,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068320905&doi=10.1007%2f978-3-030-21642-9_12&partnerID=40&md5=ce907794c94f8aa37be44f377c3b36de,"The implementation of the most recent technologies is a requirement in this fast-growing and competitive world, especially in the improvement and development of the healthcare area, that is fundamental in life quality enhancement. This article has as objective the utilization of AI and Industry 4.0 concepts oriented to the optimization of a hospital, using a case study an Emergency Department (ED). This proposal allows the development of a current proposal of e-Hospital based on Health 4.0 features and the use of computational ED models will allow the avoidance and detection of bottlenecks in the workflow. Those blockages are automatically removed using an improved shift management proposal based on control theory, AI, and telemedicine. The results show an optimization in the use of the resources and a reduction of the length of stay improving the service quality. The simulation tools allow the test and validation of novel proposals for e-health. © Springer Nature Switzerland AG 2019.",2019,2022-10-26 15:47:32,2022-10-27 16:12:57,,,84,,11526 LNAI,,,,,,,,,,,,,Scopus,,,,Pages: 89 DOI: 10.1007/978-3-030-21642-9_12,,,,Discrete Event Simulation; Evolutionary Algorithm; Emergency department; Optimization; Health 4.0; e-Hospital; Yes,0,1,1,0,None,0,MatLab SimEvents,0,,,,,,,,
AH,,54JAZIK8,book,2019,"Cáceres, C.; Rosário, J.M.; Amaya, D.",Proposal of a smart hospital based on internet of things (Iot) concept,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068343470&doi=10.1007%2f978-3-030-13835-6_11&partnerID=40&md5=54a11835bc219e1ea798c8619ee6fe6c,"This article proposes the utilization of the Artificial Intelligence (AI) and Automation techniques oriented to a service-based business. Developing and proposing a methodology for the implementation and development of a smart hospital, taking as a foundation a traditional hospital. The approach is based on the analysis of the studied e-health system, focusing on the patient flow. The use of Discrete Event Simulation (DES) models allows a computational model method for recreating the system and detect the system’s bottlenecks. Those blockages are improved by the addition of “smart devices”, implemented in the DES model and this improvement of the patient flow attendance and service quality, what directly influence the reduction of mortality in the Emergency Department (ED). Finally, the social implication is the reduction of the mortality in the ED, what is directly related to the improvement of the service quality and the reduction of the waiting time for the patients. © Springer Nature Switzerland AG 2019.",2019,2022-10-26 15:47:32,2022-10-27 15:55:59,,,93,,11379,,,,,,,,,,,,,Scopus,,,,Pages: 104 DOI: 10.1007/978-3-030-13835-6_11,,,,Discrete Event Simulation; E-health; Smart Hospital; Yes,0,1,1,0,None,0,MatLab SimEvents,0,,,,,,,,
AH,,IE8QBEKP,journalArticle,2019,"Huang, S.; Maingard, J.; Kok, H.K.; Barras, C.D.; Thijs, V.; Chandra, R.V.; Brooks, D.M.; Asadi, H.","Optimizing resources for endovascular clot retrieval for acute ischemic stroke, a discrete event simulation",Frontiers in Neurology,,,10.3389/fneur.2019.00653,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069230443&doi=10.3389%2ffneur.2019.00653&partnerID=40&md5=4d03fe6624ef2268a809843e6fedd860,"Objective: Endovascular clot retrieval (ECR) is the standard of care for acute ischemic stroke due to large vessel occlusion. Performing ECR is a time critical and complex process involving many specialized care providers and resources. Maximizing patient benefit while minimizing service cost requires optimization of human and physical assets. The aim of this study is to develop a general computational model of an ECR service, which can be used to optimize resource allocation. Methods: Using a discrete event simulation approach, we examined ECR performance under a range of possible scenarios and resource use configurations. Results: The model demonstrated the impact of competing emergency interventional cases upon ECR treatment times and time impact of allocating more physical (more angiographic suites) or staff resources (extending work hours). Conclusion: Our DES model can be used to optimize resources for interventional treatment of acute ischemic stroke and large vessel occlusion. This proof-of-concept study of computational simulation of resource allocation for ECR can be easily extended. For example, center-specific cost data may be incorporated to optimize resource allocation and overall health care value. © 2019 Huang, Maingard, Kok, Barras, Thijs, Chandra, Brooks and Asadi.",2019,2022-10-26 15:47:32,2022-10-27 15:52:25,,,,JUN,10,,,,,,,,,,,,,Scopus,,,,,,,,Discrete event simulation (DES); Resource allocation; ECR; Endovascular clot retrieval; Mechanical thrombectomy; Resource optimization; Workflow simulation; Yes,0,1,1,1,None,0,R Simmer,1,,Github,,,,Data on request,,GNU General Pulbic License
AH,,5C3ZEXQD,book,2019,"Ortiz-Barrios, M.; Pancardo, P.; Jiménez-Delgado, G.; De Ávila-Villalobos, J.",Applying Multi-phase DES Approach for Modelling the Patient Journey Through Accident and Emergency Departments,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069854077&doi=10.1007%2f978-3-030-22219-2_7&partnerID=40&md5=796f2d698215229f34025cb5f340d817,"Accident and Emergency departments (A&ED) are in charge of providing access to patients requiring urgent acute care. A&ED are difficult to model due to the presence of interactions, different pathways and the multiple outcomes that patients may undertake depending on their health status. In addition, public concern has focused on the presence of overcrowding, long waiting times, patient dissatisfaction and cost overruns associated with A&ED. There is then a need for tackling these problems through developing integrated and explicit models supporting healthcare planning. However, the studies directly concentrating on modelling the A&EDs are largely limited. Therefore, this paper presents the use of a multi-phase DES framework for modelling the A&ED and facilitating the assessment of potential improvement strategies. Initially, the main components, critical variables and different states of the A&ED are identified to correctly model the entire patient journey. In this step, it is also necessary to characterize the demand in order to categorize the patients into pipelines. After this, a discrete-event simulation (DES) model is developed. Then, validation is conducted through the 2-sample t test to demonstrate whether the model is statistically comparable with the real-world A&ED department. This is followed by the use of Markov phase-type models for calculating the total costs of the whole system. Finally, various scenarios are explored to assess their potential impact on multiple outcomes of interest. A case study of a mixed-patient environment in a private A&E department is provided to validate the effectiveness of the multi-phase DES approach. © 2019, Springer Nature Switzerland AG.",2019,2022-10-26 15:47:32,2022-10-27 14:22:30,,,87,,11582 LNCS,,,,,,,,,,,,,Scopus,,,,Pages: 100 DOI: 10.1007/978-3-030-22219-2_7,,,,Discrete-event simulation (DES); Healthcare modelling; Accident and emergency department (A&ED); Phase-type models; Yes,0,1,1,0,None,0,Arena,0,,,,,,,,
AH,,SHTYVHXH,book,2019,"Ortiz-Barrios, M.; Lopez-Meza, P.; McClean, S.; Polifroni-Avendaño, G.",Discrete-Event Simulation for Performance Evaluation and Improvement of Gynecology Outpatient Departments: A Case Study in the Public Sector,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069859800&doi=10.1007%2f978-3-030-22219-2_8&partnerID=40&md5=d45050bec041567e20dc1ffb57a15457,"Gynecology outpatient units are in charge of treating different gynecological diseases such as tumorous, cancer, urinary incontinence, gynecological pain, and abnormal discharge. On-time attention is thus needed to avoid severe complications, patient dissatisfaction, and elevated healthcare costs. There is then an urgent need for assessing whether the gynecology outpatient departments are cost-effective and what interventions are required for improving clinical outcomes. Despite this context, the studies directly concentrating on diagnosis and improvement of these departments are widely limited. To address these concerns, this paper aims to provide a Discrete-event Simulation (DES) modelling framework to help healthcare managers gain a better understanding of the gynecology outpatient services and evaluate improvement strategies. First, the patient journey through the gynecology outpatient service is mapped. To correctly represent the system uncertainty, collected data is then processed through input analysis. Third, the data is used to model and simulate the real gynecology outpatient unit. This model is later validated to determine whether it is statistically equivalent to the real system. After this, using performance metrics derived from the simulation model, the gynecology outpatient department is analyzed to identify potential improvements. We finally pretest potential interventions to define their viability during implementation. A case study of a mixed-patient type environment in a public gynecology outpatient unit is presented to verify the applicability of the proposed methodology. The results evidenced that appointment lead times could be efficiently reduced using this approach. © 2019, Springer Nature Switzerland AG.",2019,2022-10-26 15:47:32,2022-10-27 15:16:15,,,101,,11582 LNCS,,,,,,,,,,,,,Scopus,,,,Pages: 112 DOI: 10.1007/978-3-030-22219-2_8,,,,Healthcare; Discrete-event simulation (DES); Gynecology; Appointment lead-time; Outpatient care; Yes,0,1,1,0,None,0,Arena,0,,,,,,,,
AH,,72YHANAM,book,2019,"Ortiz-Barrios, M.; Jiménez-Delgado, G.; McClean, S.; Polifroni-Avendaño, G.",Using Computer Simulation for Reducing the Appointment Lead-Time in a Public Pediatric Outpatient Department,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069873791&doi=10.1007%2f978-3-030-22219-2_6&partnerID=40&md5=e8f87e1b779e521b55548adda59e00bc,"Pediatric outpatient departments aim to provide a pleasant, effective and continuing care to children. However, a problem in these units is the long waiting time for children to receive an appointment. Prolonged appointment lead-time remains a global challenge since it results in delayed diagnosis and treatment causing increased morbidity and dissatisfaction. Additionally, it leads to an increased number of hospitalization and emergency department visits which augments the financial burden faced by healthcare systems. Despite these considerations, the studies directly concentrating on the reduction of appointment lead-time in these departments are largely limited. Therefore, this paper proposes the application of Discrete-event Simulation (DES) approach to evaluate potential improvement strategies aiming at reducing average appointment lead-time. Initially, the outpatient department is characterized to effectively identify the main activities, process variables, interactions, and system constraints. After data collection, input analysis is conducted through intra-variable independence, homogeneity and goodness-of-fit tests followed by the creation of a simulation model representing the real pediatric outpatient department. Then, Mann-Whitney tests are used to prove whether the model was statistically comparable with the real-world system. After this, the outpatient department performance is assessed in terms of average appointment lead-time and resource utilization. Finally, three improvement scenarios are assessed technically and financially, to determine if they are viable for implementation. A case study of a mixed-patient type environment in a public pediatric outpatient department has been explored to validate the proposed methodology. Statistical tests demonstrate that appointment lead-time in pediatric outpatient departments may be meaningfully minimized using this approach. © 2019, Springer Nature Switzerland AG.",2019,2022-10-26 15:47:32,2022-10-27 16:13:33,,,75,,11582 LNCS,,,,,,,,,,,,,Scopus,,,,Pages: 86 DOI: 10.1007/978-3-030-22219-2_6,,,,Healthcare; Discrete-event simulation (DES); Appointment lead-time; Outpatient care; Pediatric; Yes,0,1,1,0,None,0,Arena,0,,,,,,,,
AH,,HCUBLJA3,journalArticle,2019,"Schlueter, M.; Finn, E.; Díaz, S.; Dilla, T.; Inciarte-Mundo, J.; Fakhouri, W.",Cost-effectiveness analysis of baricitinib versus adalimumab for the treatment of moderate-tosevere rheumatoid arthritis in Spain,ClinicoEconomics and Outcomes Research,,,10.2147/CEOR.S201621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071076005&doi=10.2147%2fCEOR.S201621&partnerID=40&md5=a348d7290755f0eccbbf77e828ca0d6f,"Background: Baricitinib is an oral janus kinase inhibitor for the treatment of rheumatoid arthritis (RA) and is approved in Europe for use in adults with moderately-to-severely active RA and an inadequate response or intolerance to conventional synthetic disease-modifying antirheumatic drug (csDMARD) therapy. To date, no economic evaluations have assessed the cost-effectiveness of baricitinib in the Spanish setting. Objectives: To evaluate the cost-effectiveness of baricitinib versus adalimumab for the treatment of moderately-to-severely active RA in the Spanish setting. Methods: A discrete event simulation model was developed in Microsoft Excel. Costs and outcomes were estimated over a lifetime horizon using the Spanish national payer perspective. The model compared baricitinib 4 mg once daily in combination with methotrexate with adalimumab 40mg every otherweek in combinationwithmethotrexate.Effectiveness and physical function were captured using the American College of Rheumatology criteria and the Health Assessment Questionnaire-Disability Index, input values of which were derived from a phase 3, double-blind, placebo- and active-controlled trial (RA-BEAM; funded by Eli Lilly and Incyte; ClinicalTrials.gov number, NCT01710358). Costs are presented in Euros, 2018 values. Results: In the base case analysis, baricitinib was associated with a quality-adjusted life year gain of 0.09 years over a lifetime horizon, at an incremental cost of -€558 versus adalimumab. Results of various scenario analyses and probabilistic sensitivity analysis generally were consistent with the base case analysis. Conclusion: This analysis suggests that baricitinib is a cost-effective treatment option compared to adalimumab for Spanish patients with moderately-to-severely active RA and a previous inadequate response or intolerance to csDMARD therapy. © 2019 Schlueter et al.",2019,2022-10-26 15:47:32,2022-10-27 14:58:51,,395-403,,,11,,,,,,,,,,,,,Scopus,,,,,,,,Cost-effectiveness; Adalimumab; Baricitinib; JAK inhibitor; Rheumatoid arthritis; Yes,0,1,1,0,None,0,Excel,0,,,,,,,,
AH,,FMLRR3SH,conferencePaper,2019,"Conlon, M.; Molloy, O.",Knowledge management in healthcare: Information requirements when creating a decision support tool in radiology,"IC3K 2019 - Proceedings of the 11th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",,,10.5220/0008352703170324,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074173789&doi=10.5220%2f0008352703170324&partnerID=40&md5=651d54711c9e7ea2d41c01303024451a,"Introduction: This empirical work examines the information requirements when undertaking a process modelling project in a Healthcare setting such as a CT (Computed Tomography) department. Using qualitative and quantitative methods we map the process, incorporating patient, staff and process related components so as to quantify resource utilisation and the service experienced by the patient. Method: In this study, semi structured interviews are used to identify patient complexity factors/characteristics. Process mapping and involvement of stakeholders are discussed as is the identification and analysis of data. A discrete event simulation (DES) model of the process is designed and performance metrics identified. Results: Yearly demand for Radiology services are increasing significantly. Factors determining patient complexity and variation include patient type, infectiousness, mobility, exam type and patient care needs. A strong correlation between age and infectiousness was observed. Conclusion: DES modelling, though data intensive, provides decision makers with insights into resource utilisation, process capacity, delays and disruptions and in doing so supports operations, management and the adoption of good practices in Healthcare. Copyright © 2019 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved",2019,2022-10-26 15:47:32,2022-10-27 15:45:00,,317-324,,,3,,,,,,,,,,,,,Scopus,,,,,,,,Discrete Event Simulation; Radiology; Business Process Modelling; Computed Tomography; Health Information Systems; Patient Complexity; Resource Utilisation; Workflow; Yes,0,1,1,0,None,0,AnyLogic,0,,,,,,,,
AH,,F58L42VU,book,2019,"Chan, K.A.; Pan, M.J.J.; Chua, B.T.; Hu, X.M.; Low, M.Y.H.",Resources Optimisation in New Hospital Central Kitchen Design – A Discrete Event Simulation Approach,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075663733&doi=10.1007%2f978-981-15-1078-6_22&partnerID=40&md5=1a7c756208915b1830d0c7fb83108592,"This paper describes a simulation study to design the workflow and improve the process efficiency of a hospital central kitchen. The scope of the study includes reducing unnecessary activities and operators’ movement, minimize traffic crossing in kitchen, increase employee productivity, and halal & non-halal food segmentation. Simulation models developed in the commercial simulation software Flexism are used in this study to verify the current design by logistics consultants and end-users to ensure that the central kitchen workflow meets the design guidelines and service levels recommended by the Ministry of Health Singapore. Experimental results from the simulation models are analyzed and recommendations are made to the hospital management for resource optimization planning. © 2019, Springer Nature Singapore Pte Ltd.",2019,2022-10-26 15:47:32,2022-10-27 15:57:01,,,251,,1094,,,,,,,,,,,,,Scopus,,,,Pages: 259 DOI: 10.1007/978-981-15-1078-6_22,,,,Simulation modelling; Hospital central kitchen; Process efficiency improvement; Resources optimization; Yes,0,1,1,0,None,0,Flexsim,0,,,,,,,,
AH,TM,PVNG4EPC,conferencePaper,2019,"Lassnig, A.; Rienmüller, T.; Baumgartner, C.; Schröttner, J.",Model based evaluation of integrated care in heart failure treatment,"33rd Annual European Simulation and Modelling Conference 2019, ESM 2019",,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076208620&partnerID=40&md5=76efa43acc606f9096d89515c08de82e,"Demographic changes, increased life expectancy and the associated rise in chronic diseases pose challenges to public health care systems. Optimized treatment methods and integrated concepts of care are potential solutions to overcome increasing financial burdens and improve overall quality of care. In this work a novel heart failure treatment model based on agent based and discrete event methodologies is presented. The hybrid approach facilitates the incorporation of different therapeutic procedures for outpatient and inpatient care on a patient individual level. Simulation results for conventional care and the use case of an exemplary telemonitoring program give deeper insight into cost distribution between outpatient and inpatient care and showcase potential positive health and economic outcomes within two years for integrated care. The presented model allows performing extensive simulations of established treatment procedures for heart failure patients and evaluating new holistic methods of care and innovative study designs. This approach offers health care providers a unique, adaptable and comprehensive tool for decision making in the complex and socioeconomically challenging field of cardiovascular diseases. Copyright © 2019 EUROSIS-ETI.",2019,2022-10-26 15:47:32,2022-10-27 15:47:27,,222-225,,,,,,,,,,,,,,,,Scopus,,,,,,,,Hybrid; Agent Based; Discrete Event; Heart Failure Model; Hybrid Modeling; Telemonitoring; Yes,0,0,0,,,,,,,,,,,,,Conference proceedings are not public
AH,,Q5UKZHI6,journalArticle,2019,"Tully, S.; Feng, Z.; Grindrod, K.; McFarlane, T.; Chan, K.K.W.; Wong, W.W.L.",Impact of increasing wait times on overall mortality of chimeric antigen receptor T-cell therapy in large B-cell lymphoma: A discrete event simulation model,JCO Clinical Cancer Informatics,,,10.1200/CCI.19.00086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085510050&doi=10.1200%2fCCI.19.00086&partnerID=40&md5=46f880b7d42b16ac15862da4d8f4807b,"Purpose: The development of chimeric antigen receptor (CAR) T cells has transformed oncology treatment, with the potential to cure certain cancers. Although shown to be effective in selected populations and studies, CAR T-cell technology requires considerable health care resources, which may lead to additional wait times to access this type of treatment in future. The objective of our study was to estimate the potential impact of increasing wait times on CAR T-cell therapy effectiveness compared with standard chemotherapy for patients with relapsed/ refractory diffuse large B-cell lymphoma. Methods: A health system-level discrete event simulation model was developed to project the potential impact of wait times on CAR T-cell therapy for patients with relapsed/refractory diffuse large B-cell lymphoma. Waiting queues and health states related to treatment and clinical progression were implemented. Using data from the literature, we evaluated nine scenarios of using CAR T-cell therapy with wait times ranging from 1 to 9 months. The outcome of interest was 1-year all-cause mortality. Results: Increasing the wait time of receiving CAR T-cell therapy from 1 to 9 months increased the predicted 1-year mortality rate from 36.1% to 76.3%. Baseline 1-year mortality was 34.0% in patients receiving CAR T-cell therapy with no wait times and 75.1% in patients treated with chemotherapy. This resulted in an increased relative mortality rate of 6.2% to 124.5% over a 1- to 9-month wait time compared with no wait time. Conclusion: We found that modest delays in CAR T-cell therapy significantly hinder its effectiveness. Because CAR T-cell therapy offers a potential cure, it is expected that the uptake rate will be substantially increased once the therapy is regularly funded by a health care system. Wait times may be prolonged if system resource availability does not match the demand. Strategies must be developed to minimize the impact of delays and reduce complications during waiting. © 2019 by American Society of Clinical Oncology.",2019,2022-10-26 15:47:32,2022-10-27 15:42:30,,1-9,,,3,,,,,,,,,,,,,Scopus,,,,,,,,Yes,0,1,1,0,None,0,R Simmer,1,,,,,,,,
AH,,2GELW36K,conferencePaper,2019,"Mikaeili, M.; Lam, S.S.; Yao, J.; Bosire, J.",Hospital patient transport workflow and staffing optimization,IISE Annual Conference and Expo 2019,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095440411&partnerID=40&md5=d115ed2377de11e1d202f4d3b027fa6c,"The interconnected patient flow, the movement hub in hospitals, impacts the operational efficiency and cost-effectiveness of hospitals. Inefficient patients’ transportation throughout the facility can create bottlenecks and crowding, compromise care and trust, and possibly lead to increased costs. Thus, having a streamlined and efficient workflow that ensures timely patient transport is crucial to ensure patient satisfaction and hospital throughput. Currently, the unit receives complaints from different areas of the hospital that patients are not assigned a transport in a timely manner. The average waiting time and total service time do not meet the department’s service level target. This research develops an integer programming model and a discrete-event simulation to standardize the patient transport process and to optimize the manpower planning of the system. The proposed study ensures optimal staffing that corresponds to the required workload to eliminate the bottlenecks in patient flow across the hospital. Implementing the optimized schedules (staffing to workload) reduces the average waiting time to less than 10 minutes, allowing the transporters to handle more caseloads while satisfying service level goals. A standardized plan has also been implemented to ensure the sustainability of the new processes. © 2019 IISE Annual Conference and Expo 2019. All rights reserved.",2019,2022-10-26 15:47:32,2022-10-27 15:39:43,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,Healthcare; Scheduling; Staffing; Discrete-Event Simulation; Manpower Planning; Patient Transport; Yes,0,1,1,0,None,0,Simio ,0,,,,,,,,
AH,,L7DPHLA9,conferencePaper,2019,"Karakra, A.; Fontanili, F.; Lamine, E.; Lamothe, J.; Taweel, A.",Pervasive Computing Integrated Discrete Event Simulation for a Hospital Digital Twin,"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA",,,10.1109/AICCSA.2018.8612796,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061906345&doi=10.1109%2fAICCSA.2018.8612796&partnerID=40&md5=3750874e3646590ed3df510e5f49dd5e,"A hospital is an ecosystem that includes real-time services that require high human interaction on both resources level (doctor, nurses, etc.) and entities level (patients). Designing, planning, improving and controlling this system can be very challenging due to the system complexity governed by several subjective factors that affect the hospital interrelated functions or services. However, continuously changing health care needs that consistently face hospitals require them to keep continuously improving the efficiency of these services as demand increases and as new services are added. This paper proposes a new methodology that uses the concept of Digital Twin (DT) of hospital services based on Discrete Event Simulation (DES) integrated with health care information systems and Internet of things (IoT) devices. It develops a predictive decision support model that employs real-time services data drawn from these systems and devices. This model enables assessing the efficiency of existing health care delivery systems and evaluating the impact of changes in services without disrupting daily activities of the hospital. The developed model, a digital twin (or a virtual replica of the hospital), simulates a number of key hospital health delivery services, based on relevant data retrieved in real-time. Although the model simulates four key services, initially as a proof of concept, but it proposes a general framework, which can be expanded to include other services. The demonstrated proof-of-concept shows that it achieves better planning and improvement of usage of resources, and thus enabling both practitioners and management to examine any model changes to foresee the effectiveness or efficiency of services before they are applied in reality. © 2018 IEEE.",2019,2022-10-26 15:47:32,2022-10-27 15:25:11,,,,,2018-November,,,,,,,,,,,,,Scopus,,,,,,,,DES; Digital Twin; Hospital Services; IOT; Pervasive Computing; Yes,0,1,1,0,None,0,Flexsim,0,,,,,,,,
